Date,Time,Engineer,Feed_Bin_Reducer,Feed_Bin_4-Shaft_Transmission,Feed_Bin_Collecting_Conveyor,Pre-Steam_5-Shaft_Transmission,Plug_Screw_Feeder,High_Shear_Mixing_Conveyor,Hydrolyzer_Reducer,Hydrolyzer_Discharge_Screw,Blow_Tank_Agitator,Screw_Press_Feed_Screw,Screw_Press_Reducer,Reversing_Conveyor
2015-02-27,02:30,KW,NA,53,105,NA,125,127,NA,132,92,112,112,126
